MaSV,TenSV,GPA,ChuyenCan,DiemGiuaKy,SoMonTruot,SoTinChi,LichSuCanhBao,NoHocPhi,NguyCo
SV22317,Đặng Thảo Giang,2.67,60,6.7,3,15,1,1,Cao
SV22318,Phạm Anh Linh,0.0,33,0.0,5,15,0,0,Cao
SV22319,Lê Ngọc Khánh,0.0,0,0.0,6,18,0,0,Cao
SV22320,Đặng Ngọc Hương,2.74,39,6.9,0,18,0,0,Thap
SV22321,Phạm Thảo An,2.45,39,6.1,2,18,0,0,Cao
SV22322,Hoàng Quang Khánh,3.2,50,8.0,1,18,0,0,Trung Binh
SV22323,Vũ Thảo An,2.2,53,5.5,4,15,0,0,Cao
SV22324,Nguyễn Ngọc Bình,2.82,33,7.0,0,21,0,0,Trung Binh
SV22325,Hoàng Anh Dũng,2.03,50,5.1,0,18,0,0,Thap
SV22326,Đặng Thảo An,2.0,53,5.0,4,15,0,0,Cao
SV22327,Hoàng Quang Cường,0.0,67,0.0,5,15,0,0,Trung Binh
SV22328,Nguyễn Đức Cường,2.1,67,5.2,3,15,0,0,Cao
SV22329,Vũ Ngọc Khánh,0.0,85,0.0,0,0,0,0,Thap
SV22330,Bùi Thảo Dũng,0.0,33,0.0,6,18,1,1,Cao
SV22331,Lê Anh Nam,0.0,67,0.0,6,18,0,0,Cao
SV22332,Hoàng Ngọc Nam,0.0,44,0.0,6,18,0,0,Cao
SV22333,Đặng Ngọc Bình,2.67,83,6.7,1,18,0,0,Thap
SV22334,Hoàng Anh Nam,0.0,85,0.0,0,0,0,0,Cao
SV22335,Bùi Quang An,2.71,39,6.8,0,18,0,0,Thap
SV22336,Phạm Đức Khánh,2.57,33,6.4,0,18,0,0,Thap
SV22337,Bùi Minh Khánh,2.05,40,5.1,1,15,0,0,Cao
SV22338,Đặng Ngọc Linh,0.0,33,0.0,6,18,0,0,Cao
SV22339,Lê Anh Hương,2.9,33,7.2,1,15,1,1,Cao
SV22340,Trần Thảo Cường,3.16,40,7.9,0,15,0,0,Trung Binh
SV22341,Phạm Ngọc Cường,0.0,0,0.0,6,18,0,0,Cao
SV22342,Nguyễn Quang Trang,2.5,53,6.2,1,15,0,0,Trung Binh
SV22343,Hoàng Quang An,2.33,41,5.8,0,54,0,0,Thap
SV22344,Nguyễn Thị Dũng,2.6,40,6.5,1,15,0,0,Thap
SV22345,Vũ Thảo Cường,2.42,38,6.1,0,21,0,0,Thap
SV22346,Nguyễn Minh Cường,2.84,45,7.1,2,33,0,0,Thap
SV22347,Hoàng Minh Dũng,2.5,94,6.2,2,18,0,0,Trung Binh
SV22348,Hoàng Đức Nam,2.43,47,6.1,0,15,0,0,Thap
SV22349,Đặng Đức Cường,0.0,0,0.0,6,18,0,0,Cao
SV22350,Vũ Minh Hương,2.53,33,6.3,0,18,0,0,Thap
SV22351,Lê Anh Nam,2.72,33,6.8,1,24,0,0,Thap
SV22352,Vũ Đức Dũng,2.57,59,6.4,6,54,0,0,Thap
SV22353,Đặng Anh Hương,2.8,47,7.0,1,15,0,0,Thap
SV22354,Lê Minh Linh,2.95,44,7.4,2,18,0,0,Thap
SV22355,Phạm Thảo Trang,0.0,0,0.0,6,18,0,0,Cao
SV22356,Trần Thảo Cường,2.72,44,6.8,0,18,0,0,Thap
SV22357,Trần Quang Nam,0.0,85,0.0,0,0,0,0,Thap
SV22358,Phạm Thảo Cường,2.36,67,5.9,2,18,0,0,Cao
SV22359,Bùi Quang Cường,3.02,44,7.6,0,18,0,0,Thap
SV22360,Phạm Quang Khánh,2.3,56,5.8,2,18,0,0,Cao
SV22361,Vũ Minh Trang,2.0,80,5.0,4,15,1,1,Trung Binh
SV22362,Trần Minh Hương,0.0,67,0.0,4,12,0,0,Cao
SV22363,Trần Minh Cường,2.07,60,5.2,2,15,0,0,Thap
SV22364,Bùi Ngọc Dũng,0.0,60,0.0,5,15,0,0,Trung Binh
SV22365,Vũ Văn Trang,2.4,50,6.0,2,18,0,0,Trung Binh
SV22366,Phạm Văn Cường,2.77,33,6.9,0,18,0,0,Thap
SV22367,Bùi Thảo Dũng,2.43,37,6.1,4,51,1,1,Trung Binh
SV22368,Vũ Quang Linh,2.8,39,7.0,0,18,0,0,Thap
SV22369,Đặng Minh Khánh,3.3,44,8.2,0,18,0,0,Trung Binh
SV22370,Hoàng Đức Nam,3.6,73,9.0,4,15,0,0,Cao
SV22371,Phạm Thị Hương,2.26,61,5.6,0,18,0,0,Trung Binh
SV22372,Vũ Đức Cường,0.0,85,0.0,0,0,0,0,Thap
SV22373,Hoàng Anh Giang,0.0,85,0.0,0,0,0,0,Trung Binh
SV22374,Bùi Thảo Nam,2.8,56,7.0,1,18,0,0,Trung Binh
SV22375,Hoàng Văn Hương,2.75,87,6.9,1,15,0,0,Trung Binh
SV22376,Vũ Văn Dũng,2.65,50,6.6,2,18,0,0,Cao
SV22377,Vũ Đức An,2.85,47,7.1,1,15,0,0,Thap
SV22378,Đặng Ngọc Trang,0.0,60,0.0,5,15,0,0,Cao
SV22379,Lê Đức Hương,2.25,33,5.6,4,36,0,0,Cao
SV22380,Nguyễn Quang Khánh,2.7,39,6.8,0,18,0,0,Thap
SV22381,Trần Đức Nam,2.53,44,6.3,1,18,0,0,Thap
SV22382,Trần Văn Hương,3.03,33,7.6,0,18,0,0,Thap
SV22383,Hoàng Minh An,2.63,33,6.6,0,18,0,0,Cao
SV22384,Phạm Ngọc Cường,2.36,56,5.9,2,36,1,1,Trung Binh
SV22385,Vũ Đức An,2.3,67,5.8,1,15,0,0,Trung Binh
SV22386,Lê Thảo Dũng,2.9,33,7.2,0,18,0,0,Thap
SV22387,Hoàng Anh Linh,2.68,56,6.7,1,18,0,0,Trung Binh
SV22388,Nguyễn Minh Hương,0.0,85,0.0,0,0,1,1,Thap
SV22389,Trần Minh Giang,2.16,53,5.4,1,15,0,0,Cao
SV22390,Bùi Ngọc Dũng,0.0,40,0.0,5,15,0,0,Cao
SV22391,Trần Ngọc Khánh,2.29,77,5.7,4,30,1,1,Cao
SV22392,Nguyễn Thị Khánh,2.5,57,6.2,6,42,0,0,Cao
SV22393,Vũ Văn Bình,2.7,73,6.8,3,15,0,0,Trung Binh
SV22394,Nguyễn Văn Trang,0.0,33,0.0,6,18,0,0,Cao
SV22395,Trần Văn Khánh,2.55,53,6.4,0,15,0,0,Thap
SV22396,Bùi Anh Bình,2.27,94,5.7,3,18,0,0,Trung Binh
SV22397,Vũ Minh Dũng,0.0,44,0.0,6,18,0,0,Cao
SV22398,Nguyễn Văn Giang,2.28,50,5.7,1,18,0,0,Trung Binh
SV22399,Phạm Thị Dũng,2.89,39,7.2,0,18,0,0,Thap
SV22400,Nguyễn Đức Hương,2.5,43,6.2,0,21,0,0,Thap
SV22401,Trần Đức An,2.3,42,5.8,4,24,0,0,Cao
SV22402,Đặng Ngọc Bình,2.24,47,5.6,0,15,0,0,Thap
SV22403,Nguyễn Anh Cường,2.4,60,6.0,2,15,0,0,Cao
SV22404,Bùi Anh Linh,3.18,33,7.9,1,24,0,0,Thap
SV22405,Lê Đức Bình,2.59,57,6.5,3,21,1,1,Cao
SV22406,Phạm Minh Nam,2.8,33,7.0,0,18,0,0,Thap
SV22407,Trần Đức Cường,0.0,85,0.0,0,0,0,0,Thap
SV22408,Đặng Minh Dũng,0.0,33,0.0,7,21,1,1,Cao
SV22409,Hoàng Văn Khánh,0.0,0,0.0,5,15,0,0,Cao
SV22410,Bùi Ngọc Trang,2.25,53,5.6,1,15,0,0,Cao
SV22411,Bùi Quang Nam,0.0,33,0.0,5,15,0,0,Cao
SV22412,Phạm Ngọc Hương,2.25,72,5.6,2,18,0,0,Cao
SV22413,Lê Thị Dũng,2.13,73,5.3,2,15,0,0,Trung Binh
SV22414,Trần Thị Giang,2.36,50,5.9,1,18,0,0,Thap
SV22415,Đặng Quang An,2.33,63,5.8,2,30,0,0,Thap
SV22416,Đặng Thị Trang,0.0,61,0.0,6,18,0,0,Cao
SV22417,Đặng Thị Hương,2.05,44,5.1,2,18,0,0,Cao
SV22418,Vũ Đức Linh,2.16,36,5.4,0,45,0,0,Thap
SV22419,Bùi Ngọc Cường,2.51,42,6.3,1,36,0,0,Thap
SV22420,Hoàng Thị Giang,2.71,33,6.8,0,21,0,0,Trung Binh
SV22421,Vũ Văn Trang,0.0,0,0.0,6,18,0,0,Cao
SV22422,Nguyễn Thị Giang,0.0,33,0.0,5,15,0,0,Cao
SV22423,Phạm Ngọc Khánh,2.96,50,7.4,0,18,0,0,Thap
SV22424,Nguyễn Ngọc Giang,0.0,44,0.0,3,9,0,0,Cao
SV22425,Phạm Quang An,0.0,33,0.0,2,6,0,0,Cao
SV22426,Lê Ngọc Giang,0.0,33,0.0,4,12,0,0,Cao
SV22427,Đặng Thị Dũng,0.0,67,0.0,5,15,0,0,Cao
SV22428,Đặng Anh Hương,2.28,33,5.7,0,15,0,0,Thap
SV22429,Trần Minh Khánh,2.33,48,5.8,3,27,0,0,Cao
SV22430,Lê Thị Hương,2.26,40,5.6,3,30,0,0,Cao
SV22431,Hoàng Thị An,2.3,67,5.8,2,18,0,0,Thap
SV22432,Phạm Minh Trang,3.2,33,8.0,0,15,0,0,Thap
SV22433,Lê Đức Bình,2.5,33,6.2,0,18,0,0,Cao
SV22434,Phạm Văn Bình,2.4,47,6.0,1,15,0,0,Trung Binh
SV22435,Hoàng Thảo Hương,0.0,73,0.0,5,15,0,0,Trung Binh
SV22436,Trần Đức Hương,2.6,67,6.5,0,15,0,0,Thap
SV22437,Trần Văn Khánh,2.74,50,6.9,5,54,0,0,Thap
SV22438,Nguyễn Anh Khánh,2.47,60,6.2,2,15,0,0,Cao
SV22439,Lê Thảo Khánh,2.55,61,6.4,6,51,0,0,Cao
SV22440,Phạm Thảo Cường,2.8,33,7.0,4,15,0,0,Cao
SV22441,Đặng Văn Nam,0.0,0,0.0,5,15,0,0,Cao
SV22442,Trần Anh Hương,2.28,44,5.7,1,18,0,0,Trung Binh
SV22443,Bùi Anh Khánh,0.0,33,0.0,5,15,0,0,Cao
SV22444,Hoàng Thị Giang,3.78,44,9.4,0,18,0,0,Thap
SV22445,Bùi Minh Trang,0.0,67,0.0,6,18,0,0,Cao
SV22446,Lê Quang Trang,2.27,71,5.7,1,21,0,0,Trung Binh
SV22447,Đặng Quang Cường,2.7,43,6.8,0,21,0,0,Cao
SV22448,Lê Thị Cường,3.0,36,7.5,9,33,0,0,Thap
SV22449,Vũ Đức Hương,0.0,67,0.0,5,15,1,1,Cao
SV22450,Hoàng Anh Cường,2.84,33,7.1,0,27,0,0,Cao
SV22451,Lê Thảo Linh,0.0,85,0.0,0,0,1,1,Trung Binh
SV22452,Đặng Thị Dũng,2.4,67,6.0,3,21,1,1,Cao
SV22453,Đặng Đức Cường,2.52,60,6.3,0,15,0,0,Thap
SV22454,Hoàng Minh Linh,3.02,33,7.5,0,36,0,0,Trung Binh
SV22455,Đặng Thảo Cường,0.0,33,0.0,5,15,0,0,Cao
SV22456,Bùi Văn Giang,2.9,44,7.2,0,18,0,0,Thap
SV22457,Nguyễn Quang Khánh,2.9,33,7.2,0,18,0,0,Thap
SV22458,Vũ Thị Nam,2.0,80,5.0,2,15,0,0,Trung Binh
SV22459,Vũ Thảo An,0.0,0,0.0,5,15,0,0,Cao
SV22460,Hoàng Đức An,2.32,33,5.8,0,15,0,0,Thap
SV22461,Trần Minh Linh,2.35,56,5.9,2,18,0,0,Cao
SV22462,Bùi Văn Nam,0.0,0,0.0,6,18,0,0,Cao
SV22463,Trần Đức Nam,0.0,85,0.0,0,0,0,0,Cao
SV22464,Nguyễn Đức Trang,0.0,39,0.0,6,18,1,1,Cao
SV22465,Vũ Thảo Nam,2.25,47,5.6,1,15,1,1,Cao
SV22466,Phạm Văn Khánh,2.31,50,5.8,1,18,1,1,Cao
SV22467,Lê Ngọc Giang,2.0,47,5.0,1,15,0,0,Trung Binh
SV22468,Lê Văn Bình,2.77,61,6.9,1,18,0,0,Trung Binh
SV22469,Vũ Anh Bình,2.55,33,6.4,2,18,0,0,Cao
SV22470,Lê Đức Nam,0.0,33,0.0,4,12,0,0,Cao
SV22471,Phạm Minh Linh,2.32,72,5.8,1,18,0,0,Trung Binh
SV22472,Lê Thảo Nam,0.0,33,0.0,5,15,0,0,Cao
SV22473,Bùi Thảo Dũng,2.25,33,5.6,2,18,0,0,Cao
SV22474,Phạm Văn Dũng,0.0,0,0.0,6,18,0,0,Cao
SV22475,Vũ Văn Bình,2.87,33,7.2,0,18,0,0,Thap
SV22476,Bùi Minh Trang,0.0,39,0.0,6,18,1,1,Cao
SV22477,Bùi Ngọc Linh,2.7,33,6.8,3,69,0,0,Thap
SV22478,Bùi Quang Giang,2.53,44,6.3,0,18,0,0,Trung Binh
SV22479,Nguyễn Đức Hương,2.49,33,6.2,0,21,0,0,Thap
SV22480,Trần Quang Bình,2.13,47,5.3,2,15,0,0,Cao
SV22481,Trần Thị Khánh,0.0,85,0.0,0,0,0,0,Trung Binh
SV22482,Hoàng Thị Bình,2.53,33,6.3,0,18,0,0,Thap
SV22483,Đặng Văn Khánh,2.64,33,6.6,0,15,0,0,Thap
SV22484,Lê Minh Cường,2.54,56,6.4,2,36,0,0,Thap
SV22485,Đặng Anh Trang,2.97,40,7.4,0,15,0,0,Thap
SV22486,Vũ Ngọc Hương,2.3,33,5.8,6,30,0,0,Cao
SV22487,Hoàng Đức Linh,0.0,0,0.0,6,18,0,0,Cao
SV22488,Nguyễn Văn Cường,0.0,0,0.0,5,15,0,0,Cao
SV22489,Lê Quang Hương,2.53,47,6.3,2,15,0,0,Trung Binh
SV22490,Đặng Thảo Hương,2.94,39,7.4,0,18,0,0,Thap
SV22491,Lê Thị Khánh,2.73,61,6.8,3,18,0,0,Trung Binh
SV22492,Phạm Đức An,2.16,60,5.4,0,15,0,0,Trung Binh
SV22493,Lê Đức Dũng,2.1,54,5.2,4,24,1,1,Cao
SV22494,Hoàng Ngọc An,3.0,56,7.5,0,18,0,0,Thap
SV22495,Hoàng Thị Cường,2.53,33,6.3,0,18,1,1,Thap
SV22496,Trần Quang Cường,2.63,39,6.6,0,18,0,0,Thap
SV22497,Bùi Thảo Hương,0.0,85,0.0,0,0,0,0,Thap
SV22498,Hoàng Ngọc Khánh,2.6,33,6.5,0,18,0,0,Thap
SV22499,Phạm Ngọc Hương,0.0,85,0.0,0,0,0,0,Cao
SV22500,Bùi Đức Cường,2.0,72,5.0,4,18,1,1,Cao
SV22501,Phạm Anh Linh,2.67,39,6.7,0,18,0,0,Thap
SV22502,Phạm Quang Khánh,2.47,72,6.2,3,18,0,0,Thap
SV22503,Vũ Anh Trang,2.64,37,6.6,1,63,0,0,Thap
SV22504,Bùi Anh Nam,2.5,33,6.3,1,21,0,0,Thap
SV22505,Nguyễn Văn Hương,0.0,0,0.0,6,18,0,0,Cao
SV22506,Đặng Minh Khánh,2.72,33,6.8,1,24,0,0,Thap
SV22507,Lê Minh Khánh,2.23,43,5.6,0,21,0,0,Thap
SV22508,Bùi Ngọc Bình,2.37,43,5.9,1,21,0,0,Thap
SV22509,Đặng Quang An,0.0,85,0.0,0,0,0,0,Thap
SV22510,Hoàng Văn Khánh,2.8,33,7.0,0,42,0,0,Thap
SV22511,Đặng Minh Bình,2.4,44,6.0,1,18,0,0,Cao
SV22512,Bùi Minh Linh,2.32,71,5.8,3,21,0,0,Trung Binh
SV22513,Lê Thị Khánh,2.64,38,6.6,0,21,0,0,Thap
SV22514,Trần Thảo Dũng,2.7,56,6.8,0,18,0,0,Thap
SV22515,Lê Ngọc Nam,2.67,33,6.7,0,18,0,0,Cao
SV22516,Hoàng Anh Nam,2.85,67,7.1,1,15,0,0,Trung Binh
SV22517,Đặng Anh Trang,2.43,39,6.1,0,18,0,0,Thap
SV22518,Bùi Thảo An,2.44,33,6.1,1,24,0,0,Thap
SV22519,Đặng Đức Giang,2.53,44,6.3,0,18,0,0,Thap
SV22520,Vũ Anh An,2.46,39,6.1,0,18,0,0,Thap
SV22521,Phạm Văn Bình,2.6,39,6.5,0,18,0,0,Thap
SV22522,Nguyễn Thị Bình,2.43,44,6.1,0,18,0,0,Thap
SV22523,Nguyễn Ngọc Nam,2.78,38,6.9,0,21,0,0,Thap
SV22524,Hoàng Ngọc Hương,0.0,0,0.0,6,18,0,0,Cao
SV22525,Hoàng Minh Bình,2.33,67,5.8,0,18,0,0,Cao
SV22526,Bùi Minh Khánh,2.63,72,6.6,0,18,0,0,Thap
SV22527,Hoàng Minh An,2.9,33,7.2,0,18,0,0,Cao
SV22528,Bùi Minh Bình,2.89,33,7.2,0,21,0,0,Thap
SV22529,Bùi Văn Dũng,3.03,33,7.6,0,18,0,0,Thap
SV22530,Hoàng Thảo Cường,2.32,33,5.8,0,15,0,0,Thap
SV22531,Vũ Văn Dũng,2.33,33,5.8,0,18,1,1,Thap
SV22532,Nguyễn Anh An,2.52,44,6.3,0,18,0,0,Thap
SV22533,Phạm Ngọc Bình,2.53,78,6.3,3,18,0,0,Thap
SV22534,Nguyễn Thảo Bình,2.57,39,6.4,0,18,0,0,Trung Binh
SV22535,Hoàng Minh Khánh,2.37,39,5.9,0,18,0,0,Thap
SV22536,Lê Văn Hương,2.28,44,5.7,1,18,0,0,Trung Binh
SV22537,Lê Văn An,2.97,67,7.4,0,15,0,0,Trung Binh
SV22538,Trần Minh An,2.94,39,7.4,0,18,0,0,Thap
SV22539,Trần Thảo Linh,2.7,33,6.8,0,18,1,1,Thap
SV22540,Đặng Thị Bình,2.3,47,5.8,1,15,0,0,Thap
SV22541,Nguyễn Anh Hương,2.8,60,7.0,3,15,0,0,Cao
SV22542,Hoàng Thị Hương,2.57,38,6.4,1,21,0,0,Cao
SV22543,Bùi Văn Khánh,2.69,33,6.7,0,21,0,0,Thap
SV22544,Đặng Thị Trang,0.0,0,0.0,6,18,0,0,Cao
SV22545,Vũ Văn Dũng,2.33,100,5.8,3,18,0,0,Trung Binh
SV22546,Trần Đức Linh,3.2,33,8.0,0,18,0,0,Thap
SV22547,Phạm Anh Nam,2.77,33,6.9,0,18,0,0,Thap
SV22548,Đặng Quang Dũng,2.65,38,6.6,0,24,0,0,Thap
SV22549,Đặng Thảo Nam,2.8,33,7.0,0,18,0,0,Thap
SV22550,Hoàng Văn Trang,2.0,78,5.0,4,18,1,1,Cao
SV22551,Phạm Văn Cường,2.67,33,6.7,1,48,0,0,Thap
SV22552,Nguyễn Đức Giang,2.5,33,6.2,0,18,0,0,Trung Binh
SV22553,Đặng Anh Dũng,2.5,33,6.2,0,18,0,0,Thap
SV22554,Đặng Thị Bình,2.1,53,5.2,3,15,1,1,Cao
SV22555,Hoàng Anh Dũng,2.13,73,5.3,2,15,1,1,Trung Binh
SV22556,Trần Anh Trang,2.1,60,5.2,1,15,0,0,Trung Binh
SV22557,Hoàng Quang Nam,2.4,67,6.0,1,15,0,0,Thap
SV22558,Bùi Minh Nam,0.0,85,0.0,0,0,0,0,Trung Binh
SV22559,Vũ Anh Cường,2.3,73,5.8,0,15,0,0,Trung Binh
SV22560,Hoàng Anh Trang,2.8,33,7.0,0,18,0,0,Cao
SV22561,Hoàng Đức Linh,2.7,39,6.8,0,18,0,0,Thap
SV22562,Hoàng Đức Giang,2.61,33,6.5,0,24,0,0,Thap
SV22563,Trần Đức Linh,2.15,43,5.4,5,21,0,0,Cao
SV22564,Nguyễn Đức Khánh,2.4,61,6.0,5,18,0,0,Trung Binh
SV22565,Trần Ngọc Linh,2.8,33,7.0,0,18,0,0,Thap
SV22566,Phạm Quang Khánh,2.47,39,6.2,0,18,0,0,Thap
SV22567,Bùi Thảo Khánh,2.69,33,6.7,0,21,0,0,Thap
SV22568,Hoàng Quang Trang,2.13,78,5.3,3,18,0,0,Trung Binh
SV22569,Lê Anh Khánh,2.32,40,5.8,0,15,1,1,Trung Binh
SV22570,Đặng Văn Bình,2.73,33,6.8,0,18,0,0,Thap
SV22571,Phạm Đức Khánh,2.88,38,7.2,0,24,1,1,Thap
SV22572,Nguyễn Anh Bình,3.09,43,7.7,0,21,0,0,Thap
SV22573,Nguyễn Anh Trang,2.52,44,6.3,0,18,1,1,Thap
SV22574,Đặng Đức Trang,3.0,33,7.5,1,21,0,0,Thap
SV22575,Đặng Ngọc Cường,3.0,33,7.5,0,18,0,0,Thap
SV22576,Trần Minh Bình,3.18,33,7.9,0,27,0,0,Thap
SV22577,Lê Ngọc Dũng,2.3,78,5.8,2,18,1,1,Cao
SV22578,Bùi Anh Cường,2.1,78,5.2,4,18,0,0,Cao
SV22579,Vũ Minh Cường,2.8,33,7.0,1,21,0,0,Thap
SV22580,Vũ Quang Linh,2.6,33,6.5,0,18,0,0,Thap
SV22581,Nguyễn Đức Nam,2.73,33,6.8,0,18,0,0,Thap
SV22582,Phạm Quang Cường,0.0,44,0.0,6,18,0,0,Cao
SV22583,Đặng Ngọc An,2.88,33,7.2,0,15,0,0,Thap
SV22584,Lê Ngọc Dũng,2.4,67,6.0,1,15,0,0,Trung Binh
SV22585,Đặng Ngọc Cường,2.83,33,7.1,0,18,0,0,Thap
SV22586,Nguyễn Văn Hương,2.44,44,6.1,1,18,0,0,Thap
SV22587,Bùi Minh Linh,2.4,53,6.0,2,15,0,0,Trung Binh
SV22588,Trần Đức Dũng,2.1,73,5.2,3,15,0,0,Trung Binh
SV22589,Lê Thị An,2.47,44,6.2,3,18,0,0,Cao
SV22590,Đặng Anh Khánh,2.44,39,6.1,1,18,0,0,Trung Binh
SV22591,Lê Thị Bình,0.0,33,0.0,6,18,0,0,Cao
SV22592,Phạm Văn Hương,2.3,48,5.8,1,21,1,1,Trung Binh
SV22593,Bùi Thị Khánh,2.18,33,5.4,0,27,0,0,Thap
SV22594,Vũ Anh Nam,2.43,57,6.1,1,21,0,0,Cao
SV22595,Đặng Văn Linh,2.0,47,5.0,3,15,0,0,Trung Binh
SV22596,Lê Thị Cường,2.53,33,6.3,0,18,0,0,Thap
SV22597,Vũ Thị Cường,2.28,50,5.7,1,18,1,1,Cao
SV22598,Lê Ngọc Cường,0.0,85,0.0,0,0,0,0,Cao
SV22599,Trần Thảo Giang,2.6,93,6.5,3,15,0,0,Trung Binh
SV22600,Vũ Thảo Khánh,2.68,44,6.7,1,18,0,0,Trung Binh
SV22601,Vũ Minh Linh,2.7,33,6.8,0,18,0,0,Cao
SV22602,Lê Đức Hương,2.45,78,6.1,2,18,0,0,Trung Binh
SV22603,Lê Quang Nam,2.46,39,6.1,0,18,0,0,Thap
SV22604,Hoàng Văn Linh,0.0,80,0.0,5,15,0,0,Cao
SV22605,Bùi Ngọc Dũng,2.1,56,5.2,4,18,0,0,Cao
SV22606,Lê Minh Cường,2.8,80,7.0,2,15,0,0,Thap
SV22607,Vũ Anh Linh,2.84,47,7.1,0,15,0,0,Thap
SV22608,Đặng Minh An,2.6,44,6.5,1,18,0,0,Cao
SV22609,Lê Thảo Hương,2.2,33,5.5,0,18,0,0,Thap
SV22610,Đặng Đức Khánh,2.2,38,5.5,5,24,0,0,Cao
SV22611,Nguyễn Minh Trang,2.48,43,6.2,1,21,0,0,Thap
SV22612,Hoàng Văn Bình,2.95,67,7.4,2,18,0,0,Thap
SV22613,Đặng Đức Giang,3.23,40,8.1,0,15,0,0,Thap
SV22614,Nguyễn Minh An,0.0,47,0.0,5,15,0,0,Cao
SV22615,Lê Thảo Giang,2.48,40,6.2,0,15,0,0,Cao
SV22616,Bùi Thảo Cường,2.32,44,5.8,1,18,0,0,Cao
SV22617,Phạm Quang Cường,2.44,44,6.1,1,18,0,0,Cao
SV22618,Phạm Ngọc An,2.2,39,5.5,1,18,0,0,Thap
SV22619,Phạm Thảo Dũng,2.47,44,6.2,0,18,0,0,Cao
SV22620,Đặng Thị Bình,2.97,33,7.4,0,18,0,0,Thap
SV22621,Vũ Ngọc Bình,2.31,50,5.8,1,30,0,0,Trung Binh
SV22622,Đặng Quang Hương,2.4,33,6.0,0,18,0,0,Thap
SV22623,Lê Quang Bình,2.55,33,6.4,2,39,1,1,Thap
SV22624,Phạm Quang Linh,2.1,33,5.2,0,6,0,0,Cao
SV22625,Đặng Minh Nam,2.47,33,6.2,0,18,0,0,Thap
SV22626,Trần Thảo Linh,0.0,67,0.0,5,15,0,0,Cao
SV22627,Bùi Anh Dũng,2.97,33,7.4,0,21,0,0,Thap
SV22628,Nguyễn Anh An,2.44,33,6.1,0,21,0,0,Trung Binh
SV22629,Trần Ngọc Nam,2.16,67,5.4,1,15,0,0,Trung Binh
SV22630,Hoàng Thị Bình,2.55,47,6.4,1,15,0,0,Trung Binh
SV22631,Vũ Quang Khánh,2.2,87,5.5,3,15,0,0,Cao
SV22632,Đặng Thảo Nam,2.15,50,5.4,2,18,0,0,Cao
SV22633,Vũ Ngọc Linh,2.51,38,6.3,0,24,0,0,Thap
SV22634,Lê Ngọc Bình,2.53,33,6.3,1,24,0,0,Thap
SV22635,Nguyễn Anh Nam,2.54,56,6.4,0,18,0,0,Trung Binh
SV22636,Bùi Ngọc Dũng,2.35,33,5.9,5,21,0,0,Cao
SV22637,Hoàng Anh Giang,2.2,61,5.5,3,18,0,0,Cao
SV22638,Vũ Minh Giang,0.0,85,0.0,0,0,0,0,Thap
SV22639,Bùi Thị Trang,2.68,33,6.7,0,15,0,0,Thap
SV22640,Bùi Văn An,2.52,41,6.3,0,51,0,0,Thap
SV22641,Bùi Thị Khánh,0.0,0,0.0,5,15,0,0,Cao
SV22642,Trần Đức Giang,2.4,44,6.0,0,18,0,0,Thap
SV22643,Đặng Thị Hương,2.47,33,6.2,3,18,0,0,Cao
SV22644,Nguyễn Quang Nam,2.3,73,5.8,1,15,0,0,Cao
SV22645,Hoàng Anh Dũng,2.56,39,6.4,1,18,0,0,Thap
SV22646,Bùi Thảo Cường,0.0,85,0.0,0,0,0,0,Cao
SV22647,Nguyễn Anh Linh,2.66,38,6.6,0,21,0,0,Trung Binh
SV22648,Nguyễn Anh Trang,2.36,89,5.9,2,18,1,1,Cao
SV22649,Nguyễn Thị Nam,2.27,33,5.7,7,39,0,0,Cao
SV22650,Lê Đức Hương,2.4,50,6.0,3,24,0,0,Cao
SV22651,Bùi Ngọc Hương,2.8,48,7.0,2,21,0,0,Trung Binh
SV22652,Trần Quang Hương,3.04,56,7.6,1,18,0,0,Cao
SV22653,Lê Ngọc An,2.63,39,6.6,0,18,0,0,Thap
SV22654,Trần Quang An,0.0,93,0.0,5,15,0,0,Cao
SV22655,Đặng Văn An,2.77,46,6.9,1,24,0,0,Thap
SV22656,Bùi Đức Dũng,2.54,46,6.3,2,24,0,0,Thap
SV22657,Hoàng Thị An,0.0,85,0.0,0,0,0,0,Thap
SV22658,Phạm Thị Nam,2.4,33,6.0,0,18,0,0,Trung Binh
SV22659,Đặng Đức Hương,0.0,85,0.0,0,0,0,0,Cao
SV22660,Vũ Thảo Bình,2.2,39,5.5,0,18,0,0,Cao
SV22661,Đặng Thị Trang,2.15,73,5.4,1,15,0,0,Cao
SV22662,Bùi Thảo An,2.84,39,7.1,1,18,0,0,Thap
SV22663,Hoàng Thảo Bình,2.52,52,6.3,3,21,0,0,Cao
SV22664,Vũ Anh An,0.0,33,0.0,5,15,0,0,Cao
SV22665,Hoàng Minh Khánh,2.8,40,7.0,0,15,0,0,Thap
SV22666,Hoàng Thị An,2.0,89,5.0,4,18,1,1,Cao
SV22667,Đặng Thị Khánh,2.77,33,6.9,0,18,0,0,Thap
SV22668,Vũ Minh Trang,2.2,53,5.5,3,15,0,0,Cao
SV22669,Trần Thị Dũng,2.33,33,5.8,1,24,0,0,Trung Binh
SV22670,Lê Quang Linh,2.45,33,6.1,2,18,0,0,Cao
SV22671,Trần Thị Khánh,2.5,60,6.2,1,15,1,1,Trung Binh
